text,intent
hey i am happy please,EMOTION_CHECK
please i am happy quickly,EMOTION_CHECK
could you i am happy please,EMOTION_CHECK
please i am happy now,EMOTION_CHECK
hey i am happy quickly,EMOTION_CHECK
please i am happy,EMOTION_CHECK
i am happy please,EMOTION_CHECK
please i am happy now,EMOTION_CHECK
can you i am happy,EMOTION_CHECK
i am happy please,EMOTION_CHECK
could you i am happy please,EMOTION_CHECK
please i am happy now,EMOTION_CHECK
can you i am happy now,EMOTION_CHECK
can you i am happy,EMOTION_CHECK
can you i am happy now,EMOTION_CHECK
hey i am happy please,EMOTION_CHECK
hey i feel good quickly,EMOTION_CHECK
i feel good please,EMOTION_CHECK
could you i feel good now,EMOTION_CHECK
please i feel good quickly,EMOTION_CHECK
i feel good please,EMOTION_CHECK
i feel good please,EMOTION_CHECK
hey i feel good now,EMOTION_CHECK
could you i feel good,EMOTION_CHECK
can you i feel good now,EMOTION_CHECK
hey i feel good quickly,EMOTION_CHECK
can you i feel good,EMOTION_CHECK
i feel good now,EMOTION_CHECK
can you i feel good,EMOTION_CHECK
can you i feel good quickly,EMOTION_CHECK
i feel good,EMOTION_CHECK
i feel good now,EMOTION_CHECK
please i feel good please,EMOTION_CHECK
please i feel good quickly,EMOTION_CHECK
could you i feel good please,EMOTION_CHECK
hey i feel good please,EMOTION_CHECK
please i feel good,EMOTION_CHECK
i feel good please,EMOTION_CHECK
please i feel good,EMOTION_CHECK
hey i feel good please,EMOTION_CHECK
please i feel good,EMOTION_CHECK
hey i feel good,EMOTION_CHECK
can you i feel good please,EMOTION_CHECK
i feel good,EMOTION_CHECK
can you i feel good quickly,EMOTION_CHECK
hey i feel good please,EMOTION_CHECK
can you i feel good please,EMOTION_CHECK
can you i feel good,EMOTION_CHECK
hey i feel good,EMOTION_CHECK
i feel good,EMOTION_CHECK
could you i feel good quickly,EMOTION_CHECK
could you i feel good now,EMOTION_CHECK
please i feel good now,EMOTION_CHECK
can you i feel good please,EMOTION_CHECK
hey i feel good quickly,EMOTION_CHECK
i feel good please,EMOTION_CHECK
could you i feel good now,EMOTION_CHECK
hey i feel good,EMOTION_CHECK
hey i feel good,EMOTION_CHECK
can you i feel good please,EMOTION_CHECK
please i feel good,EMOTION_CHECK
hey i feel good quickly,EMOTION_CHECK
i feel good quickly,EMOTION_CHECK
hey i feel good now,EMOTION_CHECK
i feel good,EMOTION_CHECK
can you i feel good please,EMOTION_CHECK
hey motivate me,EMOTION_CHECK
motivate me now,EMOTION_CHECK
could you motivate me,EMOTION_CHECK
can you motivate me please,EMOTION_CHECK
please motivate me,EMOTION_CHECK
please motivate me,EMOTION_CHECK
hey motivate me please,EMOTION_CHECK
could you motivate me now,EMOTION_CHECK
hey motivate me,EMOTION_CHECK
can you motivate me,EMOTION_CHECK
please motivate me please,EMOTION_CHECK
could you motivate me now,EMOTION_CHECK
motivate me now,EMOTION_CHECK
could you motivate me quickly,EMOTION_CHECK
please motivate me please,EMOTION_CHECK
please motivate me please,EMOTION_CHECK
please motivate me please,EMOTION_CHECK
can you motivate me now,EMOTION_CHECK
please motivate me,EMOTION_CHECK
please motivate me please,EMOTION_CHECK
motivate me,EMOTION_CHECK
could you motivate me now,EMOTION_CHECK
can you motivate me quickly,EMOTION_CHECK
hey motivate me quickly,EMOTION_CHECK
please motivate me please,EMOTION_CHECK
hey motivate me please,EMOTION_CHECK
hey motivate me quickly,EMOTION_CHECK
can you motivate me,EMOTION_CHECK
please motivate me now,EMOTION_CHECK
could you motivate me now,EMOTION_CHECK
motivate me now,EMOTION_CHECK
can you motivate me now,EMOTION_CHECK
motivate me please,EMOTION_CHECK
please motivate me quickly,EMOTION_CHECK
hey motivate me please,EMOTION_CHECK
hey motivate me,EMOTION_CHECK
motivate me now,EMOTION_CHECK
please motivate me now,EMOTION_CHECK
please motivate me,EMOTION_CHECK
could you motivate me quickly,EMOTION_CHECK
motivate me please,EMOTION_CHECK
could you motivate me please,EMOTION_CHECK
could you motivate me now,EMOTION_CHECK
could you motivate me please,EMOTION_CHECK
hey motivate me quickly,EMOTION_CHECK
please motivate me quickly,EMOTION_CHECK
can you motivate me please,EMOTION_CHECK
please motivate me,EMOTION_CHECK
motivate me quickly,EMOTION_CHECK
please motivate me now,EMOTION_CHECK
say something nice now,EMOTION_CHECK
could you say something nice,EMOTION_CHECK
can you say something nice please,EMOTION_CHECK
can you say something nice please,EMOTION_CHECK
could you say something nice now,EMOTION_CHECK
say something nice please,EMOTION_CHECK
could you say something nice,EMOTION_CHECK
say something nice quickly,EMOTION_CHECK
hey say something nice please,EMOTION_CHECK
can you say something nice quickly,EMOTION_CHECK
say something nice please,EMOTION_CHECK
say something nice now,EMOTION_CHECK
could you say something nice now,EMOTION_CHECK
please say something nice quickly,EMOTION_CHECK
say something nice please,EMOTION_CHECK
can you say something nice now,EMOTION_CHECK
can you say something nice quickly,EMOTION_CHECK
hey say something nice quickly,EMOTION_CHECK
hey say something nice quickly,EMOTION_CHECK
hey say something nice quickly,EMOTION_CHECK
say something nice,EMOTION_CHECK
say something nice,EMOTION_CHECK
please say something nice now,EMOTION_CHECK
please say something nice please,EMOTION_CHECK
say something nice now,EMOTION_CHECK
could you say something nice now,EMOTION_CHECK
please say something nice quickly,EMOTION_CHECK
hey say something nice,EMOTION_CHECK
hey say something nice,EMOTION_CHECK
say something nice please,EMOTION_CHECK
hey say something nice quickly,EMOTION_CHECK
could you say something nice please,EMOTION_CHECK
hey say something nice now,EMOTION_CHECK
say something nice quickly,EMOTION_CHECK
please say something nice quickly,EMOTION_CHECK
please say something nice now,EMOTION_CHECK
hey say something nice,EMOTION_CHECK
could you say something nice,EMOTION_CHECK
could you say something nice quickly,EMOTION_CHECK
could you say something nice now,EMOTION_CHECK
could you say something nice quickly,EMOTION_CHECK
can you say something nice,EMOTION_CHECK
say something nice,EMOTION_CHECK
hey say something nice quickly,EMOTION_CHECK
say something nice quickly,EMOTION_CHECK
can you say something nice now,EMOTION_CHECK
say something nice,EMOTION_CHECK
could you say something nice please,EMOTION_CHECK
please say something nice now,EMOTION_CHECK
say something nice,EMOTION_CHECK
could you help me quickly,EMERGENCY_HELP
help me,EMERGENCY_HELP
please help me,EMERGENCY_HELP
help me,EMERGENCY_HELP
could you help me please,EMERGENCY_HELP
please help me now,EMERGENCY_HELP
help me,EMERGENCY_HELP
please help me,EMERGENCY_HELP
hey help me quickly,EMERGENCY_HELP
could you help me quickly,EMERGENCY_HELP
hey help me,EMERGENCY_HELP
help me,EMERGENCY_HELP
could you help me,EMERGENCY_HELP
could you help me please,EMERGENCY_HELP
help me now,EMERGENCY_HELP
can you help me now,EMERGENCY_HELP
could you help me please,EMERGENCY_HELP
help me,EMERGENCY_HELP
can you help me,EMERGENCY_HELP
hey help me please,EMERGENCY_HELP
could you help me now,EMERGENCY_HELP
hey help me quickly,EMERGENCY_HELP
can you help me please,EMERGENCY_HELP
help me,EMERGENCY_HELP
help me,EMERGENCY_HELP
can you help me please,EMERGENCY_HELP
hey help me now,EMERGENCY_HELP
can you help me now,EMERGENCY_HELP
hey help me,EMERGENCY_HELP
please help me quickly,EMERGENCY_HELP
help me now,EMERGENCY_HELP
please help me now,EMERGENCY_HELP
can you help me please,EMERGENCY_HELP
can you help me now,EMERGENCY_HELP
please help me please,EMERGENCY_HELP
hey help me please,EMERGENCY_HELP
help me now,EMERGENCY_HELP
hey help me quickly,EMERGENCY_HELP
hey help me,EMERGENCY_HELP
help me now,EMERGENCY_HELP
please help me please,EMERGENCY_HELP
please help me quickly,EMERGENCY_HELP
can you help me please,EMERGENCY_HELP
hey help me quickly,EMERGENCY_HELP
hey help me,EMERGENCY_HELP
please help me,EMERGENCY_HELP
help me,EMERGENCY_HELP
could you help me please,EMERGENCY_HELP
please help me please,EMERGENCY_HELP
could you help me now,EMERGENCY_HELP
can you i need help please,EMERGENCY_HELP
can you i need help quickly,EMERGENCY_HELP
could you i need help now,EMERGENCY_HELP
i need help please,EMERGENCY_HELP
hey i need help please,EMERGENCY_HELP
please i need help now,EMERGENCY_HELP
please i need help,EMERGENCY_HELP
please i need help please,EMERGENCY_HELP
please i need help quickly,EMERGENCY_HELP
hey i need help please,EMERGENCY_HELP
can you i need help quickly,EMERGENCY_HELP
please i need help please,EMERGENCY_HELP
please i need help,EMERGENCY_HELP
can you i need help now,EMERGENCY_HELP
please i need help now,EMERGENCY_HELP
i need help,EMERGENCY_HELP
can you i need help please,EMERGENCY_HELP
could you i need help,EMERGENCY_HELP
can you i need help,EMERGENCY_HELP
can you i need help,EMERGENCY_HELP
i need help,EMERGENCY_HELP
please i need help quickly,EMERGENCY_HELP
could you i need help now,EMERGENCY_HELP
could you i need help now,EMERGENCY_HELP
please i need help quickly,EMERGENCY_HELP
i need help please,EMERGENCY_HELP
could you i need help please,EMERGENCY_HELP
could you i need help,EMERGENCY_HELP
i need help quickly,EMERGENCY_HELP
please i need help please,EMERGENCY_HELP
can you i need help,EMERGENCY_HELP
i need help,EMERGENCY_HELP
hey i need help,EMERGENCY_HELP
i need help quickly,EMERGENCY_HELP
hey i need help,EMERGENCY_HELP
i need help quickly,EMERGENCY_HELP
could you i need help,EMERGENCY_HELP
please i need help,EMERGENCY_HELP
i need help,EMERGENCY_HELP
please i need help please,EMERGENCY_HELP
could you i need help quickly,EMERGENCY_HELP
can you i need help now,EMERGENCY_HELP
hey i need help now,EMERGENCY_HELP
could you i need help quickly,EMERGENCY_HELP
could you i need help quickly,EMERGENCY_HELP
please i need help please,EMERGENCY_HELP
please i need help please,EMERGENCY_HELP
i need help please,EMERGENCY_HELP
i need help quickly,EMERGENCY_HELP
can you i need help quickly,EMERGENCY_HELP
emergency please,EMERGENCY_HELP
please emergency,EMERGENCY_HELP
could you emergency please,EMERGENCY_HELP
can you emergency now,EMERGENCY_HELP
can you emergency,EMERGENCY_HELP
emergency quickly,EMERGENCY_HELP
can you emergency now,EMERGENCY_HELP
hey emergency,EMERGENCY_HELP
could you emergency now,EMERGENCY_HELP
emergency quickly,EMERGENCY_HELP
emergency please,EMERGENCY_HELP
could you emergency quickly,EMERGENCY_HELP
please emergency now,EMERGENCY_HELP
please emergency now,EMERGENCY_HELP
hey emergency quickly,EMERGENCY_HELP
emergency please,EMERGENCY_HELP
emergency now,EMERGENCY_HELP
hey emergency,EMERGENCY_HELP
can you emergency quickly,EMERGENCY_HELP
can you emergency,EMERGENCY_HELP
could you emergency,EMERGENCY_HELP
please emergency please,EMERGENCY_HELP
emergency please,EMERGENCY_HELP
hey emergency quickly,EMERGENCY_HELP
can you emergency now,EMERGENCY_HELP
can you emergency now,EMERGENCY_HELP
can you emergency please,EMERGENCY_HELP
could you emergency now,EMERGENCY_HELP
please emergency please,EMERGENCY_HELP
emergency,EMERGENCY_HELP
could you emergency please,EMERGENCY_HELP
could you emergency quickly,EMERGENCY_HELP
please emergency,EMERGENCY_HELP
emergency please,EMERGENCY_HELP
hey emergency please,EMERGENCY_HELP
hey emergency now,EMERGENCY_HELP
can you emergency,EMERGENCY_HELP
emergency now,EMERGENCY_HELP
emergency now,EMERGENCY_HELP
emergency please,EMERGENCY_HELP
could you emergency please,EMERGENCY_HELP
can you emergency quickly,EMERGENCY_HELP
could you emergency quickly,EMERGENCY_HELP
can you emergency now,EMERGENCY_HELP
can you emergency please,EMERGENCY_HELP
hey emergency quickly,EMERGENCY_HELP
please emergency please,EMERGENCY_HELP
hey emergency now,EMERGENCY_HELP
please emergency quickly,EMERGENCY_HELP
can you emergency please,EMERGENCY_HELP
can you call doctor,EMERGENCY_HELP
can you call doctor quickly,EMERGENCY_HELP
could you call doctor quickly,EMERGENCY_HELP
could you call doctor please,EMERGENCY_HELP
call doctor now,EMERGENCY_HELP
could you call doctor please,EMERGENCY_HELP
can you call doctor quickly,EMERGENCY_HELP
can you call doctor quickly,EMERGENCY_HELP
could you call doctor quickly,EMERGENCY_HELP
hey call doctor quickly,EMERGENCY_HELP
please call doctor now,EMERGENCY_HELP
please call doctor,EMERGENCY_HELP
can you call doctor quickly,EMERGENCY_HELP
hey call doctor,EMERGENCY_HELP
could you call doctor now,EMERGENCY_HELP
call doctor,EMERGENCY_HELP
hey call doctor quickly,EMERGENCY_HELP
hey call doctor quickly,EMERGENCY_HELP
please call doctor,EMERGENCY_HELP
could you call doctor,EMERGENCY_HELP
can you call doctor,EMERGENCY_HELP
can you call doctor please,EMERGENCY_HELP
can you call doctor quickly,EMERGENCY_HELP
can you call doctor quickly,EMERGENCY_HELP
call doctor,EMERGENCY_HELP
call doctor now,EMERGENCY_HELP
hey call doctor quickly,EMERGENCY_HELP
please call doctor now,EMERGENCY_HELP
call doctor quickly,EMERGENCY_HELP
can you call doctor quickly,EMERGENCY_HELP
please call doctor,EMERGENCY_HELP
can you call doctor please,EMERGENCY_HELP
hey call doctor quickly,EMERGENCY_HELP
could you call doctor please,EMERGENCY_HELP
could you call doctor,EMERGENCY_HELP
hey call doctor please,EMERGENCY_HELP
can you call doctor please,EMERGENCY_HELP
hey call doctor please,EMERGENCY_HELP
can you call doctor quickly,EMERGENCY_HELP
can you call doctor please,EMERGENCY_HELP
please call doctor now,EMERGENCY_HELP
call doctor now,EMERGENCY_HELP
could you call doctor quickly,EMERGENCY_HELP
call doctor please,EMERGENCY_HELP
can you call doctor quickly,EMERGENCY_HELP
please call doctor please,EMERGENCY_HELP
could you call doctor,EMERGENCY_HELP
hey call doctor please,EMERGENCY_HELP
could you call doctor quickly,EMERGENCY_HELP
call doctor,EMERGENCY_HELP
please call my family quickly,EMERGENCY_HELP
please call my family,EMERGENCY_HELP
call my family now,EMERGENCY_HELP
please call my family,EMERGENCY_HELP
can you call my family please,EMERGENCY_HELP
can you call my family quickly,EMERGENCY_HELP
hey call my family,EMERGENCY_HELP
can you call my family now,EMERGENCY_HELP
can you call my family,EMERGENCY_HELP
please call my family quickly,EMERGENCY_HELP
call my family quickly,EMERGENCY_HELP
could you call my family quickly,EMERGENCY_HELP
call my family please,EMERGENCY_HELP
call my family now,EMERGENCY_HELP
can you call my family quickly,EMERGENCY_HELP
call my family,EMERGENCY_HELP
could you call my family now,EMERGENCY_HELP
call my family please,EMERGENCY_HELP
hey call my family now,EMERGENCY_HELP
could you call my family please,EMERGENCY_HELP
hey call my family,EMERGENCY_HELP
call my family quickly,EMERGENCY_HELP
hey call my family quickly,EMERGENCY_HELP
call my family,EMERGENCY_HELP
call my family quickly,EMERGENCY_HELP
can you call my family,EMERGENCY_HELP
hey call my family now,EMERGENCY_HELP
hey call my family now,EMERGENCY_HELP
can you call my family,EMERGENCY_HELP
could you call my family now,EMERGENCY_HELP
please call my family,EMERGENCY_HELP
call my family quickly,EMERGENCY_HELP
hey call my family now,EMERGENCY_HELP
please call my family,EMERGENCY_HELP
call my family,EMERGENCY_HELP
hey call my family,EMERGENCY_HELP
hey call my family,EMERGENCY_HELP
please call my family quickly,EMERGENCY_HELP
can you call my family,EMERGENCY_HELP
call my family please,EMERGENCY_HELP
hey call my family please,EMERGENCY_HELP
please call my family please,EMERGENCY_HELP
call my family now,EMERGENCY_HELP
can you call my family please,EMERGENCY_HELP
call my family now,EMERGENCY_HELP
hey call my family quickly,EMERGENCY_HELP
could you call my family now,EMERGENCY_HELP
please call my family quickly,EMERGENCY_HELP
hey call my family quickly,EMERGENCY_HELP
please call my family,EMERGENCY_HELP
hey goodbye please,QUIT
can you goodbye now,QUIT
hey goodbye now,QUIT
can you goodbye,QUIT
could you goodbye quickly,QUIT
please goodbye,QUIT
hey goodbye now,QUIT
goodbye please,QUIT
please goodbye now,QUIT
can you goodbye quickly,QUIT
can you goodbye now,QUIT
could you goodbye quickly,QUIT
can you goodbye quickly,QUIT
goodbye quickly,QUIT
please goodbye now,QUIT
please goodbye quickly,QUIT
please goodbye,QUIT
can you goodbye,QUIT
please goodbye now,QUIT
goodbye quickly,QUIT
could you goodbye,QUIT
goodbye,QUIT
could you goodbye quickly,QUIT
can you goodbye,QUIT
can you goodbye now,QUIT
can you goodbye,QUIT
please goodbye please,QUIT
goodbye quickly,QUIT
could you goodbye please,QUIT
could you goodbye,QUIT
please goodbye please,QUIT
hey goodbye quickly,QUIT
could you goodbye please,QUIT
hey goodbye,QUIT
could you goodbye,QUIT
please goodbye quickly,QUIT
could you goodbye quickly,QUIT
could you goodbye,QUIT
hey goodbye now,QUIT
can you goodbye quickly,QUIT
please goodbye quickly,QUIT
can you goodbye,QUIT
can you goodbye please,QUIT
could you goodbye please,QUIT
can you goodbye now,QUIT
could you goodbye quickly,QUIT
could you goodbye quickly,QUIT
hey goodbye quickly,QUIT
hey goodbye please,QUIT
goodbye please,QUIT
could you exit quickly,QUIT
hey exit quickly,QUIT
could you exit now,QUIT
could you exit quickly,QUIT
exit quickly,QUIT
please exit now,QUIT
can you exit please,QUIT
please exit quickly,QUIT
exit,QUIT
could you exit quickly,QUIT
could you exit please,QUIT
exit please,QUIT
please exit quickly,QUIT
can you exit,QUIT
can you exit quickly,QUIT
please exit please,QUIT
can you exit,QUIT
could you exit,QUIT
please exit please,QUIT
could you exit quickly,QUIT
hey exit quickly,QUIT
exit quickly,QUIT
please exit now,QUIT
could you exit please,QUIT
please exit now,QUIT
exit quickly,QUIT
can you exit,QUIT
exit please,QUIT
could you exit now,QUIT
could you exit,QUIT
exit please,QUIT
hey exit quickly,QUIT
can you exit,QUIT
could you exit now,QUIT
exit,QUIT
could you exit now,QUIT
exit,QUIT
exit quickly,QUIT
please exit quickly,QUIT
exit quickly,QUIT
could you exit,QUIT
could you exit please,QUIT
hey exit quickly,QUIT
please exit please,QUIT
exit please,QUIT
hey exit,QUIT
could you exit please,QUIT
can you exit quickly,QUIT
exit now,QUIT
please exit quickly,QUIT
hey shut up now,QUIT
could you shut up now,QUIT
hey shut up please,QUIT
shut up quickly,QUIT
shut up please,QUIT
hey shut up quickly,QUIT
could you shut up quickly,QUIT
shut up quickly,QUIT
could you shut up,QUIT
hey shut up now,QUIT
shut up quickly,QUIT
hey shut up quickly,QUIT
can you shut up quickly,QUIT
hey shut up quickly,QUIT
could you shut up quickly,QUIT
hey shut up please,QUIT
hey shut up quickly,QUIT
shut up please,QUIT
can you shut up quickly,QUIT
hey shut up now,QUIT
hey shut up please,QUIT
can you shut up please,QUIT
could you shut up,QUIT
please shut up please,QUIT
shut up quickly,QUIT
can you shut up,QUIT
hey shut up now,QUIT
please shut up please,QUIT
please shut up now,QUIT
can you shut up please,QUIT
could you shut up quickly,QUIT
can you shut up now,QUIT
can you shut up quickly,QUIT
hey shut up,QUIT
can you shut up,QUIT
could you shut up quickly,QUIT
hey shut up now,QUIT
could you shut up,QUIT
please shut up please,QUIT
please shut up please,QUIT
can you shut up,QUIT
can you shut up,QUIT
hey shut up quickly,QUIT
could you shut up,QUIT
can you shut up please,QUIT
please shut up please,QUIT
could you shut up now,QUIT
hey shut up,QUIT
please shut up,QUIT
hey shut up,QUIT
could you shut down now,QUIT
can you shut down quickly,QUIT
could you shut down,QUIT
can you shut down,QUIT
can you shut down,QUIT
please shut down quickly,QUIT
can you shut down quickly,QUIT
could you shut down,QUIT
hey shut down,QUIT
please shut down,QUIT
please shut down,QUIT
could you shut down,QUIT
hey shut down now,QUIT
hey shut down now,QUIT
can you shut down quickly,QUIT
shut down,QUIT
shut down quickly,QUIT
shut down,QUIT
can you shut down now,QUIT
hey shut down now,QUIT
shut down,QUIT
could you shut down quickly,QUIT
hey shut down quickly,QUIT
shut down,QUIT
could you shut down quickly,QUIT
please shut down quickly,QUIT
hey shut down,QUIT
shut down,QUIT
could you shut down quickly,QUIT
shut down please,QUIT
can you shut down quickly,QUIT
could you shut down now,QUIT
hey shut down quickly,QUIT
can you shut down now,QUIT
could you shut down,QUIT
could you shut down,QUIT
hey shut down now,QUIT
could you shut down quickly,QUIT
can you shut down quickly,QUIT
hey shut down now,QUIT
please shut down,QUIT
shut down,QUIT
please shut down,QUIT
could you shut down now,QUIT
shut down quickly,QUIT
could you shut down now,QUIT
please shut down please,QUIT
hey shut down please,QUIT
could you shut down please,QUIT
hey shut down now,QUIT
